src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
अंधों में काना राजा,to shine among the incompetent,"among the blind, the one-eyed is king",Ear of the King in the Blind,Ear of the King in the Blind,Ear of the Blind King,-0.021074656397104263,-0.021074656397104263,-0.2238394320011139,-0.5115377306938171,0.22784754633903503,,0.45386335253715515,0.45386335253715515,0.41970837116241455,0.9614673256874084,0.5647788047790527,Ear of the King in the Blind,-0.021074656397104263,mt_1,mt_1,0.45386335253715515,True
काला अक्षर भैंस बराबर,to be illiterate or uneducated,black letters equal a buffalo,Black letter is equal to bison,Black letter is equal to bison,Black letter is hyena equal to,-0.3302824795246124,-0.3302824795246124,-0.33551713824272156,-0.5550289154052734,-0.2592940628528595,,0.42562079429626465,0.42562079429626465,0.4065163731575012,0.9681358933448792,0.38735583424568176,Black letter is equal to bison,-0.3302824795246124,mt_1,mt_1,0.42562079429626465,True
काला धन,black or illegal money,black money,Black wealth,Black wealth,Black wealth,-0.3448156714439392,-0.3448156714439392,-0.3448156714439392,0.39129212498664856,0.5542873740196228,,0.6676000952720642,0.6676000952720642,0.6676000952720642,0.9903202652931213,0.9252886176109314,Black wealth,-0.3448156714439392,mt_1,mt_1,0.6676000952720642,True
काला मन,evil thoughts or intentions,black heart/mind,Black heart,Black heart,Black heart,-0.4654279351234436,-0.4654279351234436,-0.4654279351234436,-0.34702953696250916,-0.7283777594566345,,0.4233279526233673,0.4233279526233673,0.4233279526233673,0.9783695936203003,0.4987544119358063,Black heart,-0.4654279351234436,mt_1,mt_1,0.4233279526233673,False
काले मन का इंसान,a person with bad heart,a person of a black heart,Black-hearted human,Black-hearted human,Black-hearted human,-0.09231981635093689,-0.09231981635093689,-0.09231957793235779,0.3473198115825653,0.34053003787994385,,0.6444677710533142,0.6444677710533142,0.6444676518440247,0.9826871752738953,0.7625330686569214,Black-hearted human,-0.09231957793235779,mt_3,mt_1,0.6444677710533142,False
काली करतूत,bad or shameful deeds,black deeds,Black Butler,Black Betty,Cailleach Bhéadaidh,-0.33334988355636597,-0.29918044805526733,-0.18239447474479675,0.009517688304185867,-0.20550130307674408,,0.3904268443584442,0.378582626581192,0.3686211407184601,0.9794259667396545,0.766428530216217,Cailleach Bhéadaidh,-0.18239447474479675,mt_3,mt_1,0.3904268443584442,False
काली रात में दिया जलाना,to hope amidst despair,to light a lamp on a black night,Light it up at night time,Light it up for tonight,Light it on a dark night,-0.23427873849868774,-0.16698934137821198,0.154636949300766,-0.6039021611213684,-0.10139811038970947,,0.4019595980644226,0.373360812664032,0.4328101575374603,0.9746989607810974,0.39198508858680725,Light it on a dark night,0.154636949300766,mt_3,mt_3,0.4328101575374603,True
काली कमाई,illegal earnings,black earnings,Blackmail,Blackmail,Blackmail,-0.3821823298931122,-0.3821823298931122,-0.3821823298931122,-0.02692631259560585,-0.4802905321121216,,0.4732797145843506,0.4732797145843506,0.4732797145843506,0.9901667237281799,0.8709487318992615,Blackmail,-0.3821823298931122,mt_1,mt_1,0.4732797145843506,False
काली मिर्च लगाना,to exaggerate a story,to apply black pepper,Adding black pepper,Putting in the Black Pepper,Planting Black Pepper,0.2062106728553772,-0.39245012402534485,0.3809785544872284,-0.5702071189880371,-0.08555127680301666,,0.46470731496810913,0.42410513758659363,0.35814064741134644,0.9735190868377686,0.4251696765422821,Planting Black Pepper,0.3809785544872284,mt_3,mt_1,0.46470731496810913,True
काली नीयत,to have bad intentions,black intention,Blackmail,Blackmail,Black intent,-0.21252158284187317,-0.21252158284187317,-0.46028921008110046,-0.059482965618371964,-0.3982096314430237,,0.419255793094635,0.419255793094635,0.559386670589447,0.9800381064414978,0.6213343739509583,Blackmail,-0.21252158284187317,mt_1,mt_3,0.559386670589447,False
काला सच,an unpleasant hidden truth,black truth / dark truth,Black truth,Black truth,Black truth,0.19543099403381348,0.19543099403381348,0.19543099403381348,0.4087629020214081,0.07728849351406097,,0.6825746297836304,0.6825746297836304,0.6825746297836304,0.9804365634918213,0.6384461522102356,Black truth,0.19543099403381348,mt_1,mt_1,0.6825746297836304,False
बीज बोना,to initiate an idea or event,to sow seed,Seed sown,Seed sown,Seed sown,-0.6178590059280396,-0.6178590059280396,-0.6178590059280396,-0.43050500750541687,-0.540332555770874,,0.46982669830322266,0.46982669830322266,0.46982669830322266,0.9808557629585266,0.4691157937049866,Seed sown,-0.6178590059280396,mt_1,mt_1,0.46982669830322266,False
बीज बोकर फल काटना,to reap what one sows,to sow seed and reap fruit,To cut fruit with a knife,To cut fruit with a knife,Piercing the fruit with a knife,-0.17033647000789642,-0.17033647000789642,-0.1181408166885376,-0.416690856218338,0.1704883724451065,,0.46540576219558716,0.46540576219558716,0.4372089207172394,0.9825982451438904,0.857515275478363,Piercing the fruit with a knife,-0.1181408166885376,mt_3,mt_1,0.46540576219558716,True
बीज से पेड़ बनना,to see progress from small beginnings,"from seed, a tree to become",Growing a tree from a seed,Growing a tree from a seed,Growing a tree from a seed,0.5284337997436523,0.5284337997436523,0.5284337997436523,-0.09522645175457001,-0.13169869780540466,,0.5720961689949036,0.5720961689949036,0.5720961689949036,0.972136378288269,0.5565870404243469,Growing a tree from a seed,0.5284337997436523,mt_1,mt_1,0.5720961689949036,False
बीज बोकर काँटे काटना,to face consequences of one’s actions,to sow seeds and cut thorns,To cut the thorn with the seed,Cutting the thorns of bureaucracy,Piercing with a dagger,-0.37395575642585754,-0.1912020444869995,-0.19891218841075897,-0.4298677444458008,0.0995919406414032,,0.39962852001190186,0.45522505044937134,0.38862255215644836,0.9641521573066711,0.4694075882434845,Cutting the thorns of bureaucracy,-0.1912020444869995,mt_2,mt_2,0.45522505044937134,True
बीज बदलना,to change the foundation or cause,to change the seed,To plant a different seed,To plant a different seed,To sow a different seed,0.12295791506767273,0.12295791506767273,-0.23375698924064636,-0.37774330377578735,-0.07805870473384857,,0.5554469227790833,0.5554469227790833,0.5114134550094604,0.9794840812683105,0.6444728970527649,To plant a different seed,0.12295791506767273,mt_1,mt_1,0.5554469227790833,True
बीज नष्ट करना,to end something at its root,to destroy the seed,To destroy the seed,To destroy the seed,To destroy the seed,0.006756234914064407,0.006756234914064407,0.006755482405424118,-0.4706512987613678,0.019619937986135483,,0.6461254358291626,0.6461254358291626,0.6461254954338074,0.9854464530944824,0.6339690685272217,To destroy the seed,0.006756234914064407,mt_1,mt_3,0.6461254954338074,True
बीज जमना,to start taking effect,for the seed to set/germinate,Bean jam,Bij Jamuna,Bean Jimmanā,-0.6228018403053284,-0.4502796232700348,-0.7157284617424011,-0.6500824093818665,0.025953002274036407,,0.3798244297504425,0.42222148180007935,0.44737595319747925,0.9806919097900391,0.5122371912002563,Bij Jamuna,-0.4502796232700348,mt_2,mt_3,0.44737595319747925,True
बीज बोने वाला,one who starts a trend or cause,one who sows seed,Seeds sowing person,Seeds being sown,SeedReader,-0.6338174939155579,-0.3717491924762726,-0.38063037395477295,-0.2868780493736267,-0.10179384052753448,,0.5188447833061218,0.48678314685821533,0.3570496439933777,0.9810094833374023,0.578258216381073,Seeds being sown,-0.3717491924762726,mt_2,mt_1,0.5188447833061218,True
बीज रोपना,to initiate growth or influence,to plant seed,Planting seeds,Planting seeds,Planting seeds,0.3612506091594696,0.3612495958805084,0.3612495958805084,-0.2908768951892853,-0.13291430473327637,,0.4766165018081665,0.47661659121513367,0.47661659121513367,0.9749764800071716,0.5593986511230469,Planting seeds,0.3612506091594696,mt_1,mt_2,0.47661659121513367,True
बीज काटना,to destroy the base of something,to cut the seed,To cut the seed,Seeding,Cutting seeds,-0.14972710609436035,-0.8142803907394409,0.25869178771972656,-0.5599190592765808,-0.0918794572353363,,0.6001700758934021,0.3844250738620758,0.4051037132740021,0.9769737124443054,0.606745183467865,Cutting seeds,0.25869178771972656,mt_3,mt_1,0.6001700758934021,True
थाली का बैंगन,someone who changes sides easily,eggplant of the plate,Thali's bangle,Dish Cabinet,Thali's bangle,-0.1805201768875122,-0.6443157196044922,-0.18052001297473907,-0.19167348742485046,-0.48962876200675964,,0.3730621635913849,0.34376057982444763,0.3730621039867401,0.978840172290802,0.38984543085098267,Thali's bangle,-0.18052001297473907,mt_3,mt_1,0.3730621635913849,False
थाली में नमक खाना,to benefit from someone’s kindness,to eat salt in (someone’s) plate,Salt in the trough,Salt in the shell,Salt in the tray,-0.36960160732269287,-0.623278796672821,-0.3982028365135193,-0.5606762766838074,-0.5514814853668213,,0.37992796301841736,0.3789609372615814,0.3669934868812561,0.96688312292099,0.47532638907432556,Salt in the trough,-0.36960160732269287,mt_1,mt_1,0.37992796301841736,True
थाली में छींद लगाना,to betray the one who helped,to make a slit/hole in the plate,Putting nails in a tray,Fixing a hook onto a fishing line,Putting tacks in the tray,-0.25311100482940674,-0.1369059830904007,-0.6171876788139343,-0.676040530204773,-0.5010460615158081,,0.4021959602832794,0.37887948751449585,0.40222635865211487,0.9620064496994019,0.41382381319999695,Fixing a hook onto a fishing line,-0.1369059830904007,mt_2,mt_3,0.40222635865211487,True
थाली बजाना,to protest or express excitement,to bang the plate,Shouting for a plate,Shouting for food,Bell ringing,-0.5575510859489441,-0.6324777007102966,-0.18027883768081665,-0.5289731621742249,-0.6237200498580933,,0.44759610295295715,0.42166075110435486,0.39298534393310547,0.9871800541877747,0.44842591881752014,Bell ringing,-0.18027883768081665,mt_3,mt_1,0.44759610295295715,False
थाली का खाना,a share of resources or wealth,food of the plate,Food from a plate,Food from a plate,Food from the tiffin盒,-0.3271614611148834,-0.3271614611148834,-0.40920838713645935,-0.467380553483963,-0.35254743695259094,,0.4390351474285126,0.4390351474285126,0.42884382605552673,0.9731429219245911,0.5042056441307068,Food from a plate,-0.3271614611148834,mt_1,mt_1,0.4390351474285126,True
थाली में रखना,to serve something easily,to place in the plate,To put in a tray/dish,Putting in/on a tray/plate,To place/put in a vessel (like a pot or pan),-0.4392867386341095,-0.22381116449832916,-0.3207451403141022,-0.4487822353839874,-0.5368770360946655,,0.5193849802017212,0.5414640307426453,0.5262760519981384,0.9778810739517212,0.5949810147285461,Putting in/on a tray/plate,-0.22381116449832916,mt_2,mt_2,0.5414640307426453,False
थाली पलटना,to go against one’s own,to flip the plate,Raking the ashtray,Raking the ashtray,Flipping the tray,-0.44375479221343994,-0.44375479221343994,-0.45502808690071106,-0.5629420876502991,-0.587196946144104,,0.46745026111602783,0.46745026111602783,0.43243327736854553,0.9639855027198792,0.4876319468021393,Raking the ashtray,-0.44375479221343994,mt_1,mt_1,0.46745026111602783,False
थाली की रोटी बनना,to be part of a group or system,to become the plate’s roti,Baking naan with a skewer,Baking naan with a skillet,Making tandoori roti,-0.10640549659729004,-0.08171561360359192,-0.043573491275310516,-0.4828197658061981,-0.5609323978424072,,0.3492938280105591,0.38379713892936707,0.36346200108528137,0.966143012046814,0.4718273878097534,Making tandoori roti,-0.043573491275310516,mt_3,mt_2,0.38379713892936707,False
