src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
庸中佼佼,A giant among dwarfs,The best of the best,Head and shoulders above the rest.,-0.9640137553215027,-1.1232826709747314,-0.9789466857910156,0.40224847197532654,0.5037898421287537,0.9722704887390137,1.0,0.0
广开言路,Encourage the free airing of views,Open the way,Encourage open discussion,0.1827097088098526,-0.14504259824752808,-0.48727837204933167,0.8181280493736267,0.5132818222045898,0.97364741563797,1.0,1.0
弄假成真,What was make-believe has become reality,Make a fake,Make-believe became reality.,-0.5331059098243713,-0.7515466213226318,-0.5260772109031677,0.8652759790420532,0.44949081540107727,0.9686128497123718,1.0,1.0
引为鉴戒,Take warning,As a warning,Let it serve as a warning.,-0.27788078784942627,-0.5290816426277161,-0.39018693566322327,0.6247386932373047,0.6933267116546631,0.9839945435523987,1.0,0.0
庐山真面目,One's true colors,The true face of Mount Lu,reveal one's true colors,-0.4438653886318207,-0.2096954584121704,-0.9052247405052185,0.8805397152900696,0.638476550579071,0.973625898361206,0.0,1.0
张三李四,"Any Tom, Dick or Harry",Zhang San Li Si,"any Tom, Dick, or Harry",-1.4012266397476196,-0.8707200288772583,-1.2428549528121948,0.9521937370300293,0.4017389416694641,0.9826212525367737,0.0,1.0
张冠李戴,Confuse one thing with another,Zhang Guan and Li Dai,Mistake one thing for another.,-1.2599443197250366,-0.8686976432800293,-1.0593743324279785,0.6951143145561218,0.31195223331451416,0.964475691318512,0.0,1.0
引而不发,Draw the bow but not discharge the arrow,Lead but not,Hold one's fire,-1.121573805809021,-0.8476634621620178,-0.9248800873756409,0.38049688935279846,0.38107025623321533,0.9247527718544006,0.0,0.0
强将手下无弱兵,There are no poor soldiers under a good general,Strong generals have no weak soldiers,A good general never has weak soldiers.,-0.3709757626056671,-0.2067427784204483,-0.5181503891944885,0.8210161328315735,0.8101492524147034,0.9674385190010071,0.0,1.0
张弩之末,On the decline and no longer what it was,The end of the crossbow,Past its prime.,-0.979792058467865,-0.8437721729278564,-1.174186110496521,0.5600603222846985,0.4665433168411255,0.9623731374740601,0.0,1.0
张皇失措,Lose one's head,Zhang Huang was at a loss,lose one's head,-0.9846833348274231,-0.22720395028591156,-0.952085554599762,0.8968302607536316,0.4328847825527191,0.947297990322113,0.0,1.0
强中自有强中手,"However strong you are, there's always someone stronger",Strong in own strong hand,There's always someone stronger.,-1.0125374794006348,-0.9040595889091492,-0.8056953549385071,0.8315111994743347,0.4072737693786621,0.9546502232551575,0.0,1.0
强奸民意,Defile public opinion,Rape public opinion,trample on public opinion,-0.25334516167640686,-0.2543467879295349,-0.4329102337360382,0.7293141484260559,0.6064361929893494,0.9819721579551697,1.0,1.0
张牙舞爪,Show one's fangs and claws,Open your teeth and dance your claws,to bare one's teeth,-0.9632102847099304,-0.6465520262718201,-0.5339667201042175,0.5140882134437561,0.5825182795524597,0.9673885107040405,0.0,0.0
先天下之忧而忧，后天下之乐而乐,The first to show concern and the last to enjoy himself,"The world's worries and worries first, and the world's joys and joys later",Be the first to worry for the world and the last to enjoy its pleasures.,-0.859454333782196,-0.884900689125061,-1.011208176612854,0.6889345049858093,0.45927879214286804,0.9470235705375671,1.0,1.0
强人所难,Try to make somebody do something which he won't or can't,The strong man is difficult,to put someone in an impossible position,-0.9167858958244324,-1.051958441734314,-0.8859376311302185,0.45145511627197266,0.36716216802597046,0.9434794783592224,1.0,1.0
弹冠相庆,Congratulated each other on the prospect of getting good appointments,Celebrating with the crown,They were already celebrating their expected promotions.,-0.6294967532157898,-0.4835846722126007,-0.6671072840690613,0.6198133230209351,0.47464096546173096,0.9560208916664124,0.0,1.0
兄弟阋于墙，外御其侮,Internal disunity dissolves at the threat of external invasion,"Brothers are separated from the wall, and they are defended from outside","We may quarrel among ourselves, but we unite against outsiders.",-0.7422676086425781,-1.175771713256836,-0.8945645689964294,0.5826135873794556,0.4770359694957733,0.9480994343757629,1.0,1.0
彼一时，此一时,"The times are different, not comparable","That moment, this moment","That was then, this is now.",-0.2911035716533661,-0.5840891003608704,-0.568263828754425,0.5568844676017761,0.4976123869419098,0.965089738368988,1.0,1.0
兄弟阋于墙,Quarrel between brothers,Brothers against the wall,Brothers quarrel among themselves.,-0.5754774212837219,-0.6159082055091858,-0.4368833005428314,0.8215150237083435,0.6331629157066345,0.9664533138275146,1.0,1.0
弹尽粮绝,Exhaust (or run out of) ammunition and food supplies,Run out of ammunition,All out of ammo and food,-0.6057809591293335,-0.4455775320529938,-0.7667834162712097,0.7846013903617859,0.8169172406196594,0.9676807522773743,0.0,0.0
往返徒劳,Run back and forth in vain,Round trip in vain,Going back and forth for nothing.,-0.31832024455070496,-0.8074111342430115,-0.24026229977607727,0.7546338438987732,0.49370914697647095,0.9683598875999451,1.0,1.0
形影相吊,Alone,Hanging from each other,Utterly alone,-1.0174802541732788,-1.1455968618392944,-1.081856608390808,0.681806206703186,0.382148802280426,0.9652742147445679,1.0,1.0
待价而沽,Wait for the right price to sell,Up for sale,Holding out for the right price.,-0.7237001061439514,-0.48950818181037903,-0.434571772813797,0.6905064582824707,0.5669280886650085,0.9664884209632874,0.0,1.0
得不偿失,The loss outweighs the gain,Not worth the loss,Not worth it.,-0.2682996690273285,-0.04451866075396538,-0.05444636568427086,0.5252800583839417,0.7076956629753113,0.9711114764213562,0.0,0.0
后浪推前浪,Waves push waves,Back waves push forward waves,The new generation replaces the old.,-0.9832795262336731,-0.8922971487045288,-1.323224425315857,0.4153673052787781,0.7721361517906189,0.9683449864387512,0.0,0.0
得胜归来,Return with flying colors,Come back victorious,Come back victorious.,0.009672679007053375,0.018418483436107635,-0.26472437381744385,0.662402331829071,0.6683578491210938,0.9790709018707275,0.0,0.0
得道多助，失道寡助,A just cause enjoys abundant support while an unjust cause finds little (or meagre) support,"Moral support from many, scant support",A just cause enjoys broad support; an unjust one finds little.,-1.1532098054885864,-1.4116090536117554,-0.462483286857605,0.7955777049064636,0.4275355339050293,0.9482601284980774,1.0,1.0
深入人心,Capture the hearts of the people,Deeply rooted in the hearts of the people,Win people's hearts,-0.33917221426963806,-0.20971544086933136,-0.09882499277591705,0.7821505069732666,0.6801374554634094,0.9686912894248962,0.0,1.0
优哉游哉,Living a life of case and leisure,Yu Zai Yu Zai,living the good life,-0.45877888798713684,-0.8659774661064148,-0.6951137185096741,0.6429568529129028,0.36521467566490173,0.9595797061920166,1.0,1.0
蛟龙得水,A hero gets an opportunity for showing his prowess,Jiaolong gets water,A hero finally gets his chance to shine.,-0.6065494418144226,-0.6357991695404053,-0.5916762948036194,0.7697423100471497,0.4334922134876251,0.9572649002075195,1.0,1.0
从长计议,Take more time to consider it,Think long term,Let's give it more thought.,-0.5006644129753113,-0.389507919549942,-0.4311522841453552,0.7114269137382507,0.5160161852836609,0.9701823592185974,0.0,1.0
深文周纳,Frame and punish severely,Shen Wen Zhou Na,to frame someone and punish them harshly,-0.90817791223526,-0.5657358765602112,-1.1118590831756592,0.7203614711761475,0.2712939381599426,0.9513002038002014,0.0,1.0
混世魔王,Devil incarnate,Demon King of Chaos,the devil incarnate,-0.4502538740634918,-0.30261602997779846,-0.47600722312927246,0.883027195930481,0.6517621874809265,0.9835280776023865,0.0,1.0
蚍蜉撼树,Ridiculously overrating one's own strength,Mayfly shake the tree,Biting off more than you can chew.,-0.9240949749946594,-0.8891289830207825,-0.7221905589103699,0.4264359772205353,0.34737923741340637,0.9602554440498352,0.0,1.0
从容不迫,With ease,Take it easy,Calm and collected.,-0.14683225750923157,-0.2635340988636017,-0.6803080439567566,0.5274260640144348,0.6267239451408386,0.9764761328697205,1.0,0.0
得鱼忘筌,Ungrateful,Forget the fish,to bite the hand that feeds you,-1.131250023841858,-0.47586020827293396,-1.0192457437515259,0.3370124399662018,0.39521363377571106,0.9882022142410278,0.0,0.0
得意忘形,Get dizzy with success,Get carried away,Let success go to your head,-0.9313773512840271,-0.36891260743141174,-0.29983219504356384,0.47844499349594116,0.6280988454818726,0.9734345078468323,0.0,0.0
蜀犬吠日,An ignorant person makes a fuss about something which he alone finds strange,Shu dog bark day,Making a fuss over nothing.,-0.6559368371963501,-0.9806172847747803,-0.5281110405921936,0.6011249423027039,0.314888596534729,0.9469361901283264,1.0,1.0
混淆是非,Confuse (or confound) right and wrong,Confusing right and wrong,blur the line between right and wrong,-0.2165079563856125,-0.4124981462955475,-0.6421825289726257,0.7260997295379639,0.8141049742698669,0.9631651639938354,1.0,0.0
蚂蚁啃骨头,Plod away at a big job bit by bit,Ant chews on bone,Chip away at it.,-0.9292132258415222,-0.12811438739299774,-0.8307942748069763,0.5678236484527588,0.36501529812812805,0.9683542251586914,0.0,1.0
虾兵蟹将,Ineffective troops,Shrimp soldier and crab general,a bunch of useless underlings,-1.0990805625915527,-0.5185190439224243,-1.0386549234390259,0.46246907114982605,0.419075608253479,0.98002690076828,0.0,1.0
从容就义,Meet one's fate calmly,Take it easy,Face your fate calmly.,-0.13231725990772247,-0.11531700193881989,-0.3102087378501892,0.8764253258705139,0.6324870586395264,0.9663787484169006,0.0,1.0
混淆黑白,Confuse (or juggle) black and white,Confuse black and white,blur the line between right and wrong,-0.07346704602241516,-0.08444762229919434,-0.13442620635032654,0.5932215452194214,0.797328770160675,0.9562221169471741,1.0,0.0
循规蹈矩,Follow the custom or law,Follow the rules,Play by the rules.,-0.010001499205827713,0.11100099980831146,-0.0056169293820858,0.6844250559806824,0.8139869570732117,0.9795638918876648,0.0,0.0
混为一谈,Confuse something with something else,Mix it up,conflate the two.,-0.939283013343811,-0.7469587922096252,-0.8363122344017029,0.5714861154556274,0.4129684269428253,0.9734323024749756,0.0,1.0
微言大义,Subtle and profound language,Small words and righteousness,Concise yet profound,-0.28190234303474426,-0.28863325715065,-0.17766663432121277,0.7117787003517151,0.6054489016532898,0.9709755778312683,1.0,1.0
螳螂捕蝉，黄雀在后,"The mantis stalks the cicada, unaware of the oriole behind","The mantis catches the cicada, the orioleis behind","While the mantis stalks the cicada, the oriole waits behind.",-0.9454790949821472,-1.3134312629699707,-1.0432288646697998,0.718085765838623,0.6253486275672913,0.9228261709213257,1.0,1.0
蠢蠢欲动,Ready (about) to make trouble,Just around the corner,Itching to cause trouble.,-0.6746419072151184,-0.6263227462768555,-0.8080947995185852,0.6190086007118225,0.5215200781822205,0.9761247038841248,0.0,1.0
蝇营狗苟,Shamelessly seek personal gain,Fly camp dog gou,scramble for petty gains,-1.045304536819458,-1.0670323371887207,-1.0361387729644775,0.5225744843482971,0.3392525613307953,0.9717943072319031,1.0,1.0
浅尝辄止,Be satisfied with a smattering of a subject,Just taste it,Only scratch the surface.,-0.45194920897483826,-0.6562735438346863,-0.6169564127922058,0.6160754561424255,0.49435684084892273,0.948270857334137,1.0,1.0
德才兼备,Equal stress on integrity and ability,Both ability and political integrity,Both virtuous and capable.,-0.40957462787628174,-0.7473729252815247,-0.623018205165863,0.6538313031196594,0.7622076869010925,0.9697473645210266,1.0,0.0
心乱如麻,Be in a stew,Be terribly upset,be in a stew,-1.4736120700836182,-0.9914383292198181,-1.515787124633789,0.898591935634613,0.4968177378177643,0.9419804215431213,0.0,1.0
添砖加瓦,Do one's little bit,Add bricks and mortar,Do your part.,-0.8221721053123474,-0.7135927677154541,-1.0693217515945435,0.7796724438667297,0.379231333732605,0.974414050579071,0.0,1.0
添枝加叶,Embellish a story,Add branches and leaves,to embellish a story,-1.0329991579055786,-0.8577574491500854,-1.0865890979766846,0.8832651972770691,0.4861823618412018,0.9715036153793335,0.0,1.0
心宽体胖,Fit and happy,Wide-hearted and fat,Happy and healthy.,-0.8489864468574524,-0.9331603050231934,-0.7122508883476257,0.8518407940864563,0.4501199722290039,0.9810989499092102,1.0,1.0
添油加醋,Add color and emphasis to (a narration),Add oil and vinegar,to embellish a story,-0.7821701765060425,-0.5403315424919128,-0.8163926601409912,0.6573581099510193,0.44658464193344116,0.9594196677207947,0.0,1.0
血气方刚,In the prime of youth,Bloody Fang Gang,In the prime of life.,-1.054436206817627,-0.9010664820671082,-0.8751298785209656,0.7448320984840393,0.4010635018348694,0.9531137943267822,0.0,1.0
心血来潮,Be seized by a whim,On a whim,On a whim,-1.0230029821395874,-1.0230032205581665,-0.5265253782272339,0.43183282017707825,0.43183282017707825,0.9695449471473694,1.0,0.0
蚕食鲸吞,Seize another country's territory by piecemeal encroachment or wholesale annexation,Swallow like a whale,to nibble away and then swallow up,-0.908404529094696,-0.5359213948249817,-0.27872225642204285,0.35343435406684875,0.31830623745918274,0.9325776696205139,0.0,1.0
众口难调,It is difficult to please everyone,Difficult to reach,You can't please everyone.,-0.6602873206138611,-0.7951343059539795,-0.3705989420413971,0.8346557021141052,0.4869847595691681,0.9713919162750244,1.0,1.0
心口如一,Say what one thinks,Heart is the same,Say what you mean.,-0.8982147574424744,-1.0545638799667358,-0.8048459887504578,0.7081583738327026,0.3916241228580475,0.9710784554481506,1.0,1.0
众目睽睽,In the public eye,In full view,for all to see,-0.5836339592933655,-0.6839063167572021,-0.3568185269832611,0.6075380444526672,0.5799973011016846,0.9759009480476379,1.0,1.0
心心相印,Hearts beat as one,Heart to heart,Their hearts beat as one.,-0.4917657673358917,-0.6345911622047424,-0.6191373467445374,0.8513473868370056,0.47311118245124817,0.9623777270317078,1.0,1.0
游刃有余,Be move than equal to a task,Do it with ease,Handle it with ease.,-0.43396204710006714,-0.3523552119731903,-1.109230875968933,0.5429258346557617,0.591596245765686,0.9421337246894836,0.0,0.0
